delivery_id,product_type,volume,unit_price,total_price,origin_country,destination_country,transport_method,loading_time,unloading_time,driver_name,customer_name,customer_address
346,Heating Oil,945.86,2.25,2128.185,Portugal,China,Pipeline,1/25/2022,4/7/2022,Anabel Kenworthey,Bjorn Fitzpatrick,8 Onsgard Road
347,Heating Oil,4477.05,2.27,10162.9035,Argentina,Ireland,Tank Truck,10/31/2022,2/26/2022,Oliver Geerits,Kellsie Bullon,4 Nancy Trail
348,Gasoline,8911.89,4.86,43311.7854,Morocco,China,Ship,12/4/2022,4/22/2022,Feodora Vanyard,Eldon Attril,358 Becker Alley
349,Gasoline,5902.84,3.19,18830.0596,Indonesia,China,Pipeline,1/9/2022,2/24/2022,Shep Sherar,Sterling Lattin,9895 Hoard Center
350,Diesel,6734.09,3.19,21481.7471,Azerbaijan,Portugal,Ship,6/20/2022,5/16/2022,Jermaine Donahue,Renault Chong,3097 Sachs Road
351,Heating Oil,7263.24,1.59,11548.5516,United States,Russia,Tank Truck,10/28/2022,4/27/2022,Hurleigh MacDougall,Pegeen Fowls,1856 4th Parkway
352,Heating Oil,4750.09,3.06,14535.2754,Russia,Russia,Pipeline,5/16/2022,12/25/2022,Magdalene Braunston,Bailey Schimank,2395 Fair Oaks Junction
353,Gasoline,1585.02,3.82,6054.7764,Colombia,Russia,Tank Truck,10/8/2022,3/9/2022,Marnia Beteriss,Jemmie Locks,27 Mesta Crossing
354,Diesel,4540.05,4.75,21565.2375,China,Peru,Pipeline,2/11/2022,3/18/2022,Loralee Northern,Brady Goodisson,9 Esch Center
355,Diesel,4914.37,4.34,21328.3658,South Korea,Croatia,Tank Truck,8/21/2022,4/20/2022,Lester Huccaby,Rad Kleis,40 Barnett Hill
356,Diesel,8460.44,2.02,17090.0888,South Africa,Serbia,Ship,9/20/2022,2/22/2022,Ermengarde Killock,Benji Butts,01 Moulton Parkway
357,Diesel,6707.88,4.2,28173.096,Malta,Poland,Ship,8/31/2022,1/19/2022,Eliot Sinnat,Adelbert Sorey,82648 Meadow Ridge Place
358,Diesel,4849.31,2.32,11250.3992,United States,Peru,Ship,8/28/2022,5/31/2022,Amabelle Kalkhoven,Chance Giannoni,0199 Brentwood Lane
359,Gasoline,1865.14,4.78,8915.3692,Bangladesh,Thailand,Ship,9/12/2022,3/22/2022,Roarke Eteen,Alasdair Cattermole,7640 Boyd Parkway
360,Gasoline,4600.88,4.49,20657.9512,Serbia,France,Tank Truck,8/7/2022,10/30/2022,Milka Robez,Marje Bryers,6 Forster Lane
361,Gasoline,4974.81,4.9,24376.569,China,Portugal,Pipeline,12/18/2022,1/20/2022,Erich Siviour,Innis Wybern,62954 Oak Alley
362,Heating Oil,4359.64,2.7,11771.028,China,China,Ship,11/11/2022,8/4/2022,Carrol Whiley,Chicky Basketter,142 Sutteridge Junction
363,Diesel,9126.98,1.05,9583.329,Russia,Nigeria,Pipeline,8/27/2022,4/6/2022,Gillan Rollinshaw,Chrisse Fransoni,78 7th Plaza
364,Diesel,5755.7,1.1,6331.27,Ukraine,Mali,Ship,5/16/2022,7/26/2022,Genovera Elsy,Emmey Rudkin,4657 Luster Center
365,Heating Oil,5416.7,1.75,9479.225,Brazil,Portugal,Pipeline,8/19/2022,10/27/2022,Fina Yakovich,Spencer Wynch,4 Dorton Point
366,Gasoline,5088.56,4.39,22338.7784,Guatemala,Brazil,Tank Truck,6/3/2022,3/15/2022,Noam Petrusch,Marleen Cosyns,23 Thompson Pass
367,Gasoline,1249.45,3.34,4173.163,Iran,Albania,Pipeline,9/20/2022,12/15/2022,Geri Blundin,Rosamund Benitti,2605 Bonner Plaza
368,Heating Oil,2487.31,4.05,10073.6055,China,China,Ship,8/1/2022,2/19/2022,Meggi Swadlen,Flossy Barthram,83324 Clove Hill
369,Heating Oil,1045.04,2.26,2361.7904,Greece,Portugal,Tank Truck,10/19/2022,8/30/2022,Dudley Kyd,Guinevere Carlisle,8 Golf View Circle
370,Diesel,4981.17,1.13,5628.7221,Sweden,Bahamas,Ship,5/11/2022,6/17/2022,Clea Pace,Lucias McClaughlin,520 Quincy Circle
371,Heating Oil,6397.17,1.53,9787.6701,Poland,Slovenia,Pipeline,3/2/2022,8/24/2022,Trumann Biskupiak,Shirlee Schulze,732 Moose Street
372,Diesel,2713.28,1.03,2794.6784,China,United States,Tank Truck,9/20/2022,3/5/2022,Netta Gaylor,Rosanne Rawsthorne,34 Bunker Hill Drive
373,Diesel,6787.29,3.3,22398.057,Guatemala,Russia,Ship,4/28/2022,11/8/2022,Cathie Sushams,Richardo Caso,17882 Anthes Crossing
374,Gasoline,2463.6,3.3,8129.88,Azerbaijan,Canada,Ship,8/23/2022,4/6/2022,Brittan Christensen,Dore Vinker,2 Westport Place
375,Diesel,5426.47,1.68,9116.4696,Uzbekistan,China,Tank Truck,7/21/2022,8/10/2022,Gordy Huzzey,Bertrand Dowgill,95095 American Ash Pass
376,Gasoline,2922.84,2.62,7657.8408,Sweden,Brazil,Pipeline,12/28/2022,1/26/2022,Ann-marie Vise,Jake Clawley,39127 Spohn Drive
377,Diesel,9086.83,4.93,44798.0719,Sweden,Argentina,Ship,1/5/2022,4/23/2022,Shandie Coldbathe,Neilla Awdry,2436 Hollow Ridge Place
378,Diesel,9479.04,3.86,36589.0944,United States,China,Tank Truck,3/24/2022,12/8/2022,Nessy Kyffin,Jordan Troyes,4863 Golf View Junction
379,Diesel,8438.17,4.08,34427.7336,China,Sweden,Tank Truck,5/30/2022,4/4/2022,Haroun Fairn,Philomena Matovic,9194 6th Drive
380,Gasoline,9770.27,2.74,26770.5398,Greece,Bolivia,Pipeline,9/20/2022,12/20/2022,Kessiah Theobald,Ermentrude Drivers,06913 Esch Parkway
381,Heating Oil,1734.81,1.55,2688.9555,Uzbekistan,Portugal,Tank Truck,11/22/2022,10/18/2022,Horace Rispin,Heinrick Wellesley,82 Sachtjen Crossing
382,Heating Oil,1741.89,3.93,6845.6277,Thailand,Indonesia,Pipeline,6/13/2022,8/2/2022,Emelda Kittiman,Brett Sharples,643 Harper Trail
383,Heating Oil,9026.32,2.95,26627.644,Russia,Philippines,Ship,4/15/2022,9/15/2022,Aimee Bown,Lancelot Egarr,723 Del Mar Park
384,Gasoline,2498.85,1.18,2948.643,Ukraine,Haiti,Ship,3/20/2022,2/5/2022,Mohandis Czadla,Mikaela Michieli,976 Namekagon Point
385,Heating Oil,1273.68,2.48,3158.7264,China,China,Tank Truck,9/12/2022,11/9/2022,Peirce Scutt,Wynnie Lightewood,0136 Anderson Alley
386,Gasoline,7083.52,3.71,26279.8592,Kazakhstan,Philippines,Tank Truck,5/31/2022,12/29/2022,Cathe Ruperti,Klarrisa Reedick,6295 Fieldstone Way
387,Heating Oil,6382.43,1.81,11552.1983,Belarus,Nicaragua,Pipeline,2/17/2022,1/27/2022,Dillie Crean,Pietra Laskey,0 Elka Lane
388,Heating Oil,7768.78,4.16,32318.1248,China,United States,Ship,8/15/2022,11/13/2022,Libbi Stain,Stefa Flucker,15147 Vermont Center
389,Gasoline,802.33,4.19,3361.7627,Czech Republic,Russia,Ship,2/5/2022,6/9/2022,Roselin Ottewell,Sonni Riddock,731 Di Loreto Alley
390,Diesel,7634.15,2.84,21680.986,Portugal,Indonesia,Ship,2/4/2022,5/18/2022,Jennilee Maken,Taffy Paolotto,8 Steensland Terrace
391,Gasoline,8878.19,4.33,38442.5627,Sweden,China,Tank Truck,11/6/2022,9/3/2022,Rozina Myatt,Marla Guidone,7 Commercial Place
392,Heating Oil,3871.74,4.94,19126.3956,Russia,Dominican Republic,Ship,4/13/2022,10/30/2022,Tyrus Milburne,Jemima Finlan,9970 8th Plaza
393,Gasoline,5113.17,4.8,24543.216,Indonesia,Yemen,Ship,2/8/2022,4/4/2022,Cathi Cagan,Carree Jencey,0 Bartillon Circle
394,Heating Oil,6809.21,2.06,14026.9726,Spain,Indonesia,Ship,1/5/2022,7/21/2022,Jake Tour,Alyda Hlavac,7504 Lien Plaza
395,Diesel,4410.76,1.69,7454.1844,Portugal,China,Pipeline,5/18/2022,8/5/2022,Rubie Parlour,Donia de la Valette Parisot,309 Hauk Junction
396,Gasoline,9760.29,1.3,12688.377,Canada,Canada,Tank Truck,12/30/2022,10/20/2022,Archambault Rodrig,Gordon Paradyce,5016 Tennessee Terrace
397,Diesel,8608.09,2.07,17818.7463,Russia,Bulgaria,Pipeline,11/25/2022,5/24/2022,Adriaens Nary,Donnie Ishchenko,9 Green Park
398,Diesel,2325.21,3.41,7928.9661,France,Botswana,Tank Truck,8/11/2022,3/23/2022,Kale Pentland,Dulciana Elcoat,7 Lighthouse Bay Crossing
399,Heating Oil,2476.4,1.16,2872.624,China,China,Tank Truck,5/16/2022,7/28/2022,John Roocroft,Erin Pumfrett,226 Lakeland Court
400,Diesel,300.99,4.17,1255.1283,Philippines,Cameroon,Ship,6/15/2022,8/18/2022,Bonni Bayman,Gleda Hazard,89450 Jay Terrace
401,Heating Oil,7126.19,2.87,20452.1653,Kazakhstan,Indonesia,Tank Truck,5/12/2022,7/6/2022,Heidie Saffle,Vidovic Bausor,9961 Thompson Junction
402,Gasoline,1330.3,3.12,4150.536,United States,Philippines,Pipeline,2/8/2022,5/1/2022,Jamaal Keesman,Vergil Hairsnape,925 Arkansas Plaza
403,Gasoline,5364.87,2.32,12446.4984,Poland,Indonesia,Pipeline,11/22/2022,12/28/2022,Bobbie Ayerst,Brody Lardnar,35256 3rd Plaza
404,Diesel,2892.27,4.74,13709.3598,China,Poland,Tank Truck,2/5/2022,8/6/2022,Ottilie Hunston,Branden Munks,9 Harbort Plaza
405,Gasoline,8557.85,3.73,31920.7805,China,Colombia,Pipeline,9/8/2022,4/29/2022,Sisile Carvil,Reuben Learmonth,00965 Jenna Road
406,Gasoline,4293.37,3.96,17001.7452,Russia,China,Tank Truck,7/5/2022,2/21/2022,Catie Talman,Rena Aylwin,8445 Manitowish Trail
407,Heating Oil,1061.14,1.02,1082.3628,Indonesia,France,Tank Truck,5/26/2022,2/2/2022,Stacia Surmon,Alena Langlais,4 Loomis Circle
408,Diesel,4688.84,3.93,18427.1412,China,United States,Tank Truck,9/18/2022,7/20/2022,Tallou Iacomo,Bronson Hardage,3184 Sage Road
409,Heating Oil,2629.37,1.37,3602.2369,Indonesia,Kenya,Ship,11/21/2022,12/2/2022,Charlean Norcop,Fleur Logue,6 Myrtle Park
410,Heating Oil,7824.12,3.18,24880.7016,Venezuela,Mexico,Tank Truck,6/26/2022,5/30/2022,Bondon Reace,Rosemarie Doswell,22389 Stone Corner Center
411,Diesel,1669.76,2.75,4591.84,Ireland,China,Tank Truck,7/15/2022,10/26/2022,Cris Serrell,Mendel Lathy,1857 Crownhardt Street
412,Heating Oil,9053.72,4.57,41375.5004,Japan,Peru,Ship,12/6/2022,8/21/2022,Lisle Skeldinge,Anni Jonke,60441 Ilene Court
413,Gasoline,4870.96,4.93,24013.8328,Indonesia,Brazil,Tank Truck,1/23/2022,10/24/2022,Nat Boyack,Mohandis Tarr,206 Blackbird Lane
414,Diesel,1643.0,4.8,7886.4,China,Brazil,Ship,3/26/2022,11/26/2022,Ferdy Wolver,Onfroi Ren,61186 Dahle Avenue
415,Heating Oil,5934.74,1.26,7477.7724,Gabon,China,Tank Truck,10/11/2022,2/11/2022,Wye Clay,Kylie McKeurton,9233 Kinsman Lane
416,Diesel,6115.76,3.75,22934.1,Albania,Syria,Pipeline,2/2/2022,3/29/2022,Gordy Grzeszczyk,Kelcie Kun,67 Johnson Lane
417,Heating Oil,4944.13,4.92,24325.1196,Afghanistan,Chile,Ship,3/26/2022,11/6/2022,Rivi Zanelli,Cherida Hampstead,72 Farmco Alley
418,Gasoline,736.48,4.67,3439.3616,Czech Republic,Thailand,Pipeline,12/6/2022,3/26/2022,Rudolf Derrell,Onofredo Spurdens,054 Gulseth Drive
419,Heating Oil,156.52,1.37,214.4324,Indonesia,China,Pipeline,12/19/2022,1/20/2022,Freddie Heinrici,Enos Daenen,76 Anthes Way
420,Gasoline,8876.4,2.19,19439.316,France,Russia,Ship,3/9/2022,1/19/2022,Obadiah Landells,Bond Guerreru,831 East Hill
421,Heating Oil,8761.1,3.31,28999.241,Czech Republic,Indonesia,Pipeline,2/21/2022,6/19/2022,Vinnie Fishby,Barbe Faircley,45487 Almo Junction
422,Heating Oil,1440.52,2.04,2938.6608,China,Indonesia,Tank Truck,6/13/2022,1/2/2022,Barthel Moxom,Irvine Krysztofiak,4 Hanson Crossing
423,Gasoline,8288.97,3.3,27353.601,China,Sweden,Ship,8/6/2022,3/10/2022,Charlena Tuttiett,Madelene Bredbury,3 Cascade Plaza
424,Diesel,5064.32,4.15,21016.928,Indonesia,Egypt,Ship,5/23/2022,10/12/2022,Sansone McGragh,Garret Quigg,9629 Farwell Lane
425,Diesel,3414.09,1.3,4438.317,Portugal,Japan,Pipeline,7/12/2022,10/10/2022,Everard Filmer,Kassandra Gidman,2825 North Road
426,Heating Oil,1571.31,3.78,5939.5518,China,Indonesia,Pipeline,3/21/2022,9/10/2022,Pearle McCabe,Alex Ferras,5 Haas Park
427,Gasoline,5368.14,4.11,22063.0554,Bulgaria,France,Pipeline,1/8/2022,11/25/2022,Conant Tottem,Kirby Simonsen,34 Calypso Crossing
428,Diesel,7373.95,1.12,8258.824,Croatia,China,Ship,6/1/2022,2/14/2022,Sid Eatherton,Malachi Dell Casa,49 Novick Park
429,Heating Oil,4148.04,4.65,19288.386,Azerbaijan,Vietnam,Pipeline,6/24/2022,2/19/2022,Jemima Scoyles,Calley Grant,2033 Bartelt Park
430,Heating Oil,3236.79,4.14,13400.3106,Colombia,Poland,Tank Truck,10/17/2022,10/3/2022,Emanuel Forrestor,Vinson Weeds,1 Welch Hill
431,Diesel,5221.39,3.97,20728.9183,Argentina,China,Ship,3/21/2022,3/6/2022,Niccolo Grugerr,Wileen Moneti,53501 Old Gate Street
432,Gasoline,2676.33,2.94,7868.4102,Indonesia,Honduras,Ship,8/15/2022,6/15/2022,Shir McFarland,Edouard Shillington,66 Oakridge Street
433,Gasoline,4392.02,2.06,9047.5612,Ethiopia,Mexico,Tank Truck,4/11/2022,10/29/2022,Nellie Tullot,Elberta Lintill,291 Myrtle Court
434,Diesel,7191.44,4.61,33152.5384,Indonesia,Russia,Tank Truck,6/28/2022,1/12/2022,Charil Giraths,Janek Hookes,262 Shoshone Point
435,Gasoline,7157.09,2.32,16604.4488,Czech Republic,China,Tank Truck,10/21/2022,6/19/2022,Leone Leahy,Aurelie Relfe,404 Jenna Hill
436,Gasoline,8535.68,1.63,13913.1584,Russia,Sweden,Ship,6/4/2022,4/28/2022,Fremont Gehrts,Dukie Wallwood,94266 Cascade Alley
437,Gasoline,6630.09,3.75,24862.8375,Nicaragua,Suriname,Ship,1/27/2022,3/24/2022,Thia Wiburn,Hersh Usmar,0 Sunnyside Alley
438,Gasoline,5775.67,1.66,9587.6122,Colombia,Indonesia,Ship,1/2/2022,6/27/2022,Inga Denison,Susanetta McLuckie,8953 Bunker Hill Alley
439,Diesel,1327.4,1.65,2190.21,Indonesia,Brazil,Ship,8/4/2022,8/13/2022,Nata Gooding,Adolf Brummell,67102 Hollow Ridge Avenue
440,Heating Oil,5521.8,2.77,15295.386,Czech Republic,Uganda,Tank Truck,12/15/2022,12/7/2022,Fidel Lettice,Rhianon Rosewarne,8234 Browning Court
441,Diesel,8368.64,1.79,14979.8656,Russia,China,Pipeline,6/2/2022,12/17/2022,Nicola Ivan,Hervey MacGow,6818 Graceland Street
442,Gasoline,1945.82,2.26,4397.5532,Iran,Indonesia,Tank Truck,12/2/2022,11/27/2022,Edvard Tuison,Ashlan Illingsworth,473 Merry Plaza
443,Diesel,6965.81,1.58,11005.9798,Palestinian Territory,Slovenia,Pipeline,1/24/2022,11/19/2022,Rice Aingel,Whitby Volette,3155 Roxbury Junction
444,Heating Oil,7078.26,4.9,34683.474,Japan,Brazil,Ship,4/9/2022,7/2/2022,Reeta Bevington,Laurette Guerreiro,93310 Vidon Terrace
445,Heating Oil,4727.44,4.24,20044.3456,Russia,Brazil,Tank Truck,2/3/2022,2/19/2022,Shayna Barwis,Renado Brewins,81 Londonderry Hill
446,Diesel,5951.69,3.13,18628.7897,China,France,Ship,2/15/2022,8/27/2022,Beret Hallwood,Willette Witcombe,1 Hovde Park
447,Diesel,1851.03,4.17,7718.7951,Thailand,Thailand,Ship,11/29/2022,7/26/2022,Hortense Caile,Dorothee Bardwall,02427 Springview Parkway
448,Gasoline,9950.07,1.92,19104.1344,Ukraine,China,Ship,8/20/2022,3/2/2022,Pavel Penelli,Dick Beche,6 Merrick Trail
449,Diesel,915.65,1.2,1098.78,United States,Canada,Tank Truck,12/12/2022,11/27/2022,Sibylle Carabine,Domenico Gouldsmith,6 Boyd Alley
450,Diesel,6377.13,4.17,26592.6321,Indonesia,Indonesia,Pipeline,7/26/2022,2/5/2022,Sarina Gertz,Ferdinand Kohnen,71332 Springs Hill
451,Gasoline,8929.27,1.18,10536.5386,Russia,Poland,Pipeline,6/2/2022,8/22/2022,Ida Withringten,Burl Swales,1711 Morning Crossing
452,Heating Oil,8643.79,3.12,26968.6248,China,Brazil,Tank Truck,9/2/2022,1/7/2022,Petronille Pringuer,Rodney Brunicke,73 Northview Point
453,Diesel,5467.4,1.89,10333.386,United Kingdom,United States,Tank Truck,10/26/2022,9/9/2022,Fredericka McQuillan,Merrill Kedward,66087 Caliangt Court
454,Diesel,7444.11,1.06,7890.7566,Gabon,Iran,Tank Truck,4/12/2022,12/17/2022,Elmira Iozefovich,Tabor Loveredge,27 Manley Place
455,Gasoline,3860.29,1.22,4709.5538,Morocco,Canada,Pipeline,3/6/2022,11/20/2022,Stepha Semrad,Perkin Grigoriscu,1464 Cottonwood Lane
456,Diesel,1004.55,3.6,3616.38,Indonesia,South Africa,Tank Truck,5/19/2022,10/27/2022,Gretta Landy,Brigit McCome,7 Welch Point
457,Heating Oil,7182.53,1.78,12784.9034,Mexico,Yemen,Ship,3/4/2022,1/19/2022,Sheree Cramer,Karry Sandes,5 Spenser Pass
458,Gasoline,9353.02,1.19,11130.0938,Malaysia,Poland,Pipeline,5/27/2022,12/6/2022,Phil Huburn,Jim Yerson,1767 Sycamore Circle
459,Diesel,2820.61,3.85,10859.3485,Zambia,United States,Tank Truck,12/24/2022,8/22/2022,Ase Laurisch,Gabey Ladel,2 Norway Maple Lane
460,Diesel,3246.84,2.17,7045.6428,Indonesia,Poland,Ship,4/2/2022,6/18/2022,Lucho Yaakov,Harri Sarrell,251 Corben Crossing
461,Heating Oil,383.41,4.54,1740.6814,Philippines,Turkmenistan,Ship,5/20/2022,1/8/2022,Angelina Hitscher,Genevieve Leisman,8 Schmedeman Crossing
462,Diesel,3738.55,2.66,9944.543,China,Portugal,Pipeline,12/8/2022,3/6/2022,Wiatt Charle,Nichols Hyrons,502 Hermina Center
463,Heating Oil,7968.95,3.3,26297.535,Colombia,China,Ship,6/29/2022,7/6/2022,Giselle Lambe,Dani Colclough,839 Evergreen Trail
464,Gasoline,1055.82,1.64,1731.5448,Haiti,Vietnam,Tank Truck,11/4/2022,6/20/2022,Mohandas Schiell,Audrye Oboy,854 Hanson Circle
465,Gasoline,736.25,2.4,1767.0,Luxembourg,Indonesia,Pipeline,4/17/2022,3/30/2022,Felice Arsey,Oren Shorthouse,37526 Nevada Pass
466,Gasoline,5796.92,2.65,15361.838,Sweden,Poland,Ship,1/31/2022,3/3/2022,Fayette Bleaden,Nana Lindenman,741 Artisan Lane
467,Gasoline,9284.41,1.93,17918.9113,Nigeria,Russia,Pipeline,10/22/2022,2/22/2022,Adela Tomaskov,Roxine Glandfield,0896 Holy Cross Way
468,Gasoline,8458.5,1.17,9896.445,China,Luxembourg,Tank Truck,12/19/2022,2/7/2022,Stephani Iacovazzi,Edvard Mackney,1 Dahle Trail
469,Heating Oil,9950.73,2.18,21692.5914,Russia,Indonesia,Tank Truck,10/24/2022,3/6/2022,Joyann Wakefield,Dacia Aire,12 Butterfield Street
470,Gasoline,7555.81,2.31,17453.9211,Thailand,China,Tank Truck,8/11/2022,4/17/2022,Marcelo Bignal,Lorene Cambridge,8801 Ohio Way
471,Heating Oil,7832.64,4.8,37596.672,Indonesia,Brazil,Pipeline,4/2/2022,3/21/2022,Ruthanne O'Cannan,Cassandra McCarlich,4775 Portage Hill
472,Heating Oil,191.17,3.17,606.0089,China,Sweden,Pipeline,7/17/2022,5/11/2022,Lizabeth Westhoff,Dayle Walkowski,8919 Doe Crossing Point
473,Gasoline,3345.03,1.5,5017.545,Botswana,Honduras,Tank Truck,1/18/2022,12/29/2022,Maribel Clymer,Perri Cobbe,42 Corry Point
474,Diesel,5851.46,4.58,26799.6868,Philippines,China,Tank Truck,8/12/2022,7/30/2022,Andrea Simkin,Renado Bissatt,4283 Evergreen Crossing
475,Heating Oil,7576.01,2.82,21364.3482,Colombia,Mexico,Pipeline,10/3/2022,9/13/2022,Dicky MacKibbon,Karrie McElane,9563 Autumn Leaf Alley
476,Gasoline,8116.24,1.93,15664.3432,Turkmenistan,Serbia,Tank Truck,4/6/2022,7/29/2022,Hobard Gillino,Kleon Wollacott,50528 Manufacturers Point
477,Heating Oil,4376.49,4.78,20919.6222,Croatia,Afghanistan,Ship,7/9/2022,3/3/2022,Efren Housbie,Sophey Andreotti,7 Shoshone Trail
478,Diesel,2269.44,4.03,9145.8432,Poland,Russia,Ship,1/9/2022,8/30/2022,Carmella Raddenbury,Ofilia Tremblet,32 Golf View Drive
479,Gasoline,2866.78,1.12,3210.7936,China,Colombia,Ship,6/10/2022,12/11/2022,Irv Valentinuzzi,Mac Warret,40111 Eastlawn Lane
480,Heating Oil,576.13,4.04,2327.5652,South Korea,China,Pipeline,7/29/2022,8/14/2022,Hallie Heinzler,Willi Leger,0 Pleasure Center
481,Heating Oil,8123.41,3.37,27375.8917,Indonesia,Indonesia,Tank Truck,5/24/2022,11/28/2022,Darda Benninger,Dorice Eaglestone,571 Southridge Center
482,Diesel,4483.44,3.54,15871.3776,China,Pakistan,Pipeline,3/29/2022,12/29/2022,Reidar Giabuzzi,Enos Harland,8 Mcbride Pass
483,Gasoline,4390.26,2.84,12468.3384,China,Nigeria,Pipeline,1/23/2022,12/24/2022,Renault Jugging,Agna Tiron,873 Stephen Center
484,Gasoline,3295.34,3.88,12785.9192,Indonesia,Philippines,Pipeline,5/28/2022,12/2/2022,Ced Zanicchi,Tommy Patis,18 Dwight Way
485,Heating Oil,2083.6,4.67,9730.412,Japan,Niger,Ship,1/27/2022,9/11/2022,Ewell Isenor,Dewey Catenot,61 Springview Court
486,Gasoline,8578.89,1.11,9522.5679,Estonia,Macedonia,Tank Truck,2/23/2022,8/22/2022,Willabella Togwell,Aleda Riches,0 Dixon Street
487,Gasoline,9259.82,1.01,9352.4182,Sweden,Portugal,Ship,6/23/2022,1/17/2022,Charles Parmley,Delilah Winning,30 Lindbergh Parkway
488,Diesel,1202.47,2.76,3318.8172,Indonesia,Sierra Leone,Pipeline,12/10/2022,5/10/2022,Eward Stolz,Tedra Pechacek,458 Heath Plaza
489,Diesel,2261.74,4.74,10720.6476,New Zealand,South Africa,Ship,1/4/2022,6/2/2022,Dex Dumphry,Allyce Cheasman,36 Esker Parkway
490,Gasoline,7543.43,2.08,15690.3344,Japan,Thailand,Ship,12/28/2022,8/27/2022,Diarmid Hintze,Leigh Nixon,4 Paget Drive
491,Heating Oil,493.09,2.43,1198.2087,United States,China,Pipeline,12/26/2022,2/4/2022,Micheil De Mars,Morry Mosten,18588 Dennis Terrace
492,Diesel,4209.48,4.51,18984.7548,Poland,Saint Lucia,Pipeline,12/22/2022,7/17/2022,Barth Billingsly,Quentin Muffitt,7 Maple Pass
493,Gasoline,977.19,4.6,4495.074,France,China,Ship,1/8/2022,1/11/2022,Lynn Joire,Karla Milkin,404 Muir Avenue
494,Heating Oil,2569.11,3.43,8812.0473,Indonesia,China,Pipeline,4/14/2022,11/17/2022,Riordan Goulthorp,Paula Bragg,05950 Kensington Drive
495,Heating Oil,652.73,4.86,3172.2678,Colombia,Brazil,Pipeline,4/25/2022,11/17/2022,Ephrayim Gravener,Barn Bonar,81522 Eliot Point
496,Gasoline,6303.37,3.43,21620.5591,Ukraine,Indonesia,Ship,6/23/2022,3/19/2022,Kalvin Couttes,Ximenes Moatt,8362 Morning Parkway
497,Heating Oil,6934.52,4.98,34533.9096,Bulgaria,China,Tank Truck,5/14/2022,6/22/2022,Cliff Trueman,Olav Rustan,660 Service Alley
498,Gasoline,6378.37,4.32,27554.5584,Venezuela,Ukraine,Pipeline,6/1/2022,12/24/2022,Dianna Minger,Nicolina Robardley,7 Coolidge Court
499,Heating Oil,3494.14,4.29,14989.8606,Sweden,South Sudan,Pipeline,12/5/2022,4/7/2022,Kendre Melton,Syd Brekonridge,66865 Veith Street
500,Gasoline,8664.3,1.0,8664.3,Portugal,China,Pipeline,11/12/2022,3/1/2022,Freddy Faires,Buffy Treweek,607 Pawling Street
501,Gasoline,2932.93,4.46,13080.8678,China,Philippines,Pipeline,4/21/2022,3/25/2022,Theobald Skettles,Marne Ferraro,5144 Anderson Plaza
502,Diesel,8313.68,1.79,14881.4872,Philippines,Sweden,Pipeline,11/23/2022,9/28/2022,Elbertina Hacaud,Ellene Gogin,30 Fisk Crossing
503,Heating Oil,4393.96,4.91,21574.3436,France,Czech Republic,Pipeline,6/21/2022,6/30/2022,Charita Boskell,Armstrong Lansley,01465 Melvin Drive
504,Diesel,2957.16,4.21,12449.6436,Philippines,Myanmar,Ship,3/14/2022,10/4/2022,Olivette Petrollo,Kandy Bassingden,328 Briar Crest Plaza
505,Gasoline,3082.43,2.5,7706.075,China,Canada,Pipeline,12/11/2022,6/3/2022,Naomi Ellard,Richie Bennell,89 Laurel Road
506,Heating Oil,6508.84,2.98,19396.3432,Ethiopia,Malaysia,Tank Truck,2/4/2022,10/11/2022,Mariquilla Pilbury,Ainsley Bradburn,93 Thackeray Circle
507,Diesel,7503.07,4.78,35864.6746,China,Portugal,Tank Truck,10/2/2022,3/28/2022,Sherwynd Liptrod,Stefa Thornton,78 Sunbrook Junction
508,Diesel,9457.75,4.94,46721.285,Poland,New Zealand,Ship,4/25/2022,10/21/2022,Dru Camamile,Teresita Stellino,2847 Blackbird Terrace
509,Diesel,4600.14,2.36,10856.3304,Italy,Indonesia,Pipeline,2/6/2022,1/15/2022,Izaak Haddrill,Teador Radnedge,4 Vermont Circle
510,Heating Oil,9510.33,4.98,47361.4434,Philippines,El Salvador,Tank Truck,7/20/2022,3/15/2022,Cristine Border,Jessy Phillipp,16 Canary Trail
511,Gasoline,5620.25,2.33,13095.1825,Thailand,Macedonia,Pipeline,2/17/2022,10/13/2022,Cheslie Van Driel,Kaleena Berrick,75 Scott Alley
512,Gasoline,5636.11,3.67,20684.5237,Croatia,China,Ship,4/11/2022,2/23/2022,Carlee Onele,Boonie Schade,11587 Eastwood Street
513,Heating Oil,5476.05,2.93,16044.8265,China,Indonesia,Ship,12/19/2022,11/21/2022,Dav Cuddihy,Susette Ferrer,94 Anzinger Plaza
514,Diesel,5148.47,4.16,21417.6352,Philippines,China,Pipeline,11/18/2022,7/7/2022,Torrance Deamer,Marion Canedo,1 Dahle Trail
515,Gasoline,5255.9,2.82,14821.638,China,Kazakhstan,Tank Truck,6/17/2022,3/1/2022,Ottilie Bennitt,Dynah Fernez,67 Elgar Way
516,Gasoline,5593.32,4.72,26400.4704,China,Brazil,Ship,6/29/2022,11/3/2022,Hanni Doran,Christean Skerratt,3 Glendale Park
517,Gasoline,9909.14,3.71,36762.9094,China,Belarus,Tank Truck,1/7/2022,9/6/2022,Melania Sharply,Herve Domingues,6199 Maple Center
